Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
小儿急性血行播散型肺结核,呼吸内科,　　急性血行播散性肺结核又称急性栗粒性肺结核，是原发感染恶化的结果。主要发生于3 岁以下婴幼儿。　　本病多在原发感染后3～6个月发生，春季发病高。由于婴幼儿免疫功能低下，感染结核后容易形成结核菌血症。当原发病灶或淋巴结干酪样坏死发生溃破时，则大量细菌由此侵入血液，引起急性血行播散性肺结核。　　1978年我国新修订的肺结核分类法将其列为第Ⅱ型，是肺结核病中最严重的病型。是全身血行播散性结核病在肺部的表现，90%发生在原发感染后1年内。,xejxxxbsxfjh, 小儿急性粟粒型肺结核,http://jbk.39.net/xejxxxbsxfjh/yyzl,内科,http://jbk.39.net/xejxxxbsxfjh/jbzs,"低烧,食欲减退,乏力,咳嗽,颜面潮红,消瘦,咳痰"
支气管中心性肉芽肿病,呼吸内科,　　支气管中心性肉芽肿病(bronchcentric granulomatosis，BG)是一种免疫性疾病，其患者可分为伴有哮喘者和不伴有哮喘者。BG的病因在伴有哮喘的患者中可能与寄生在支气管的某些曲霉菌产生免疫反应有关，无哮喘患者可能与吸入未知抗原引起的高敏反应有关。病理表现的突出特征为富含嗜酸性粒细胞的非干酪性肉芽肿。早期细支气管黏膜被组织细胞代替，随后非干酪性、坏死性肉芽肿分布于细支气管内，并将其破坏。在哮喘组，病灶中可见较多的嗜酸性粒细胞;非哮喘组病灶中多为浆细胞。特殊染色发现肉芽肿内有真菌菌丝。邻近肉芽肿的肺动脉和静脉有血管炎的表现，但与WG不同，无血管中心破坏。支气管可见扩张，腔内有坚韧的灰褐色分层物质，镜下可见黏液、坏死上皮、炎性细胞、嗜酸性粒细胞和Charcot-Ley-den结晶，并可发现真菌菌丝。支气管周围可有嗜酸性粒细胞和慢性炎性细胞浸润，并伴有纤维化。少数患者有支气管黏膜下坏死性肉芽肿结节，并可破坏气管软骨。,zqgzxxryzb,"
                        ",http://jbk.39.net/zqgzxxryzb/yyzl,内科,http://jbk.39.net/zqgzxxryzb/jbzs,
卡氏肺囊虫病,呼吸内科,　　卡氏肺囊虫病(pneumocystosis)是卡氏肺囊虫(pneumocystis carinii)感染所引起的一种原虫病。临床主要表现为干咳、呼吸困难和发绀等。其病原特征为间质性肺炎，故称卡氏肺囊虫病肺炎(pneumocystis carinii pneumonia，PCP)。本病多见于免疫功能低下或有缺陷者，可视为一种机会性感染。自80年代发现本病在艾滋病患者中高发病率和病死率以来，肺囊虫病特别是PCP研究逐渐深入。,ksfncb," 肺孢子虫病,肺孢子虫性肺炎,肺囊虫病,卡氏肺孢子虫病,卡氏肺囊虫性肺炎",http://jbk.39.net/ksfncb/yyzl,内科,http://jbk.39.net/ksfncb/jbzs,"发烧,咳嗽,呼吸困难,发绀"
小儿急性呼吸窘迫综合征,呼吸内科,　　急性呼吸窘迫综合征(acute respiratory distress syndrome， ARDS)又名休克肺综合征，是在抢救或治疗的过程中发生以肺微循环障碍为主的急性呼吸窘迫和低氧血综合征。它是肺对不同情况下严重损伤时的非特异性反应，其特征是严重的进行性呼吸衰竭，尽管吸入高浓度氧仍不能纠正。近年来虽由于对本征的早期诊断及呼气末正压呼吸器的应用，使预后有所改善，但病死率仍很高。1967年Ashbaugh等提出本征类似新生儿呼吸窘迫征群，但为了与后者区别，建议命名为“成人型呼吸窘迫征群”。 本征亦发生于儿童，故欧美学者协同讨论达成共识，以急性(acute)代替成人(adult)，称为急性呼吸窘迫综合征，缩写仍是ARDS。,xejxhxjpzhz," 小儿白色肺,小儿成人透明膜病,小儿成人型呼吸窘迫综合征,小儿充血性肺不张,小儿创伤肺,小儿呼吸器肺,小儿急性肺损伤,小儿急性呼吸窘迫综合症,小儿湿肺,小儿心肺转流肺,小儿休克肺,小儿休克肺综合征",http://jbk.39.net/xejxhxjpzhz/yyzl,内科,http://jbk.39.net/xejxhxjpzhz/jbzs,"唇部发绀,鼻翼扇动,面色青紫,急性呼吸困难"
肠球菌肺炎,呼吸内科,　　肠球菌肺炎系肠球菌(enterococcus)引起的急性肺化脓性炎症，在细菌性肺炎中占少数，多为院内感染，近年来逐渐受到人们注意及重视。,cqjfy,"
                                        ",http://jbk.39.net/cqjfy/yyzl,内科,http://jbk.39.net/cqjfy/jbzs,
小儿副流感病毒肺炎,呼吸内科,　　副流感病毒肺炎因副流感病毒广泛存在于自然界，全年均可发病，可引起小儿轻重不同的上、下呼吸道感染，如感冒、中耳炎、重症喉、气管、支气管炎(Croup)、毛细支气管炎和肺炎。副流感病毒肺炎(parainfluenzal pneumonia)与呼吸道合胞病毒肺炎类似，是婴幼儿肺炎中较常见者。,xeflgbdfy,"
                                ",http://jbk.39.net/xeflgbdfy/yyzl,内科,http://jbk.39.net/xeflgbdfy/jbzs,"细菌感染,啰音,湿啰音,发烧"
肺结节,呼吸内科,　　肺结节病(sarcoidosis)是一种病因未明的多系统多器官的肉芽肿性疾病，常侵犯肺、双侧肺门淋巴结、眼、皮肤等器官。其胸部受侵率高达80%～90%。本病呈世界分布，欧、美国家发病率较高，东方民族少见。肺结节是胸外科常见又较难确诊的疾病，它的诊治一直是临床上的难点、讨论的热点，其病因复杂，临床表现缺乏特异性，诊断有一定的难度，易误诊和漏诊。,,"
                        ",http://jbk.39.net/fjj/yyzl,内科,http://jbk.39.net/fjj/jbzs,
老年人院内获得性肺炎,呼吸内科,　　院内获得性肺炎(nosocomial pneumonia)，是指在特殊环境下病原菌对老年人下呼吸道产生的肺炎，这种感染在病人入院时不存在，也不处于感染潜伏期，而是住院48h后在医院(包括老年护理院、康复院)内发生的，但也包括病人在住院期间感染而出院后才发病的对象，故要排除在此期间潜伏的其他肺部感染性疾病。医院获得性肺部感染是近年来临床医学、预防医学、卫生学和医院管理学十分关注的重要领域，各国均投入了大量人力、物力及财力进行深入细致的研究。该病不仅对人的生命安危构成巨大的威胁，也给社会财富造成了巨大损失。,lnrynhdxfy," 老年人医院性肺炎,老年院内获得性肺炎",http://jbk.39.net/lnrynhdxfy/yyzl,内科,http://jbk.39.net/lnrynhdxfy/jbzs,"胸痛,鼻塞,咳嗽反射,食欲减退,嗜睡,消瘦"
肺部钩虫病,呼吸内科,钩虫丝状蚴经皮肤或黏膜侵入人体后，经淋巴道或血道到肺，并穿破肺毛细血管进入肺泡，引起点状出血、炎症细胞浸润，其肺部病理改变与肺蛔虫病相似，重症感染可形成肺小叶实变及支气管炎。,fbgcb," 肺钩虫病,肺钩口线虫病,肺十二指肠虫病",http://jbk.39.net/fbgcb/yyzl,内科,http://jbk.39.net/fbgcb/jbzs,
中叶综合征,呼吸内科,　　中叶综合征(middle lung lobe syndrome)又称Brock综合征或Graham -Burford-Mayer综合征，是指由于支气管受管外肿大淋巴结的压迫阻塞，引起右肺中叶(或左肺舌叶)肺不张，肺叶缩小，或并炎症实变。单纯性炎症等引起的肺中叶收缩性不张不属此综合征。,zyzhz," 中叶综合症,Brock综合征,Graham -Burford-Mayer综合征",http://jbk.39.net/zyzhz/yyzl,内科,http://jbk.39.net/zyzhz/jbzs,
小儿气胸,呼吸内科,　　气胸(pneumothorax)指胸膜腔内蓄积有气体，若同时有脓液存在，则称为脓气胸(pyopneumothorax)，二者病因与临床表现大同小异，故合并叙述。从早产婴到年长儿均可见。可为自发性气胸或继发于疾病、外伤或手术后。,xeqx,"
                        ",http://jbk.39.net/xeqx/yyzl,内科,http://jbk.39.net/xeqx/jbzs,"胸痛,呼吸困难,呼吸音减弱,持续性咳嗽"
肺地丝菌病,呼吸内科,肺地丝菌病系由念珠地丝菌(geotrichum candidum)引起的支气管肺部病变。,fdsjb," 肺地霉病,肺地霉菌病",http://jbk.39.net/fdsjb/yyzl,内科,http://jbk.39.net/fdsjb/jbzs,
小儿肺不张,呼吸内科,　　严格说肺不张(atelectasis)应指出生后肺从未充盈过气体，而已经充气的肺组织失去原有的气体(eaeration)应称肺萎陷(pulmonary collapse)。但由于多年来沿用习惯，广义肺不张可包括先天性肺不张及后天性肺萎陷。此处仍沿用肺不张一词。肺不张表现为肺泡内不充气，引起肺泡萎陷。,xefbz, 小儿肺膨胀不全,http://jbk.39.net/xefbz/yyzl,内科,http://jbk.39.net/xefbz/jbzs,"呼吸困难,发绀,低氧血症"
流感嗜血杆菌肺炎,呼吸内科,　　流感嗜血杆菌肺炎(hemophilus influenza pneumonia)是由流感嗜血杆菌引起的肺部炎症。过去认为本病在成人中罕见，主要发生在6个月～5岁的婴幼儿，常并发化脓性脑膜炎。近年来，流感嗜血杆菌在成人肺炎中地位为临床所认识，据统计10%～20%的社区获得性肺炎由流感嗜血杆菌引起，33%～65%的医院内肺炎首先是鼻咽部流感嗜血杆菌内源性吸入作为始动菌，继发其他革兰阴性杆菌感染而致。,lgsxgjfy,"
                                ",http://jbk.39.net/lgsxgjfy/yyzl,内科,http://jbk.39.net/lgsxgjfy/jbzs,
农民肺,呼吸内科,　　农民肺(farmers lung，FL)是因吸入含有嗜热放线菌的有机粉尘而引起的一种外源性变应性(过敏性)肺泡炎[extrinsic allergic(hypersensitivity)alveolitis]。患者多从事农业生产，故称农民肺。此外，还有甘蔗尘肺、蘑菇尘肺、土豆尘肺、湿化器肺(或空调机肺)等，均可因其生活环境含有大量嗜热放线菌而发生本病。有人将过敏性肺炎(hypersensitivity pneumonitis)归入此类疾病，但过敏性肺炎含义更广泛，应加以区别。国外有关农民肺的报道始于1932年，但当时对其病因不明，至1962年Pepys等在农民肺患者血清中发现了抗嗜热放线菌抗原的抗体后，才确认本病是与Ⅲ型变态反应有关的疾病。我国在1981年始有经尸检证实的农民肺病例报道。,nmf," 收割工人尘肺,脱粒工尘肺,脱粒工肺",http://jbk.39.net/nmf/yyzl,内科,http://jbk.39.net/nmf/jbzs,
胸壁深部软组织感染,呼吸内科,　　胸部深层软组织可因外伤、表皮急性化脓性感染、急性化脓性乳腺炎、脓胸及脓毒血症引起感染而发生疏松结缔组织炎称为胸壁深部软组织感染。,xbsbrzzgr,"
                        ",http://jbk.39.net/xbsbrzzgr/yyzl,内科,http://jbk.39.net/xbsbrzzgr/jbzs,"胸壁疼痛,发烧,软组织感染,怕冷,蜂窝组织炎"
鹦鹉热衣原体肺炎,呼吸内科,　　鹦鹉热衣原体与肺炎支原体和肺炎衣原体相比是一个较早发现的病原体(17世纪末)，那时认为鹦鹉是该病原体的宿主而将其引起的疾病称为鹦鹉热(psittacosis，parrotfever)。,ywryytfy," 鸟热衣原体肺炎,鸟疫衣原体肺炎,鸟疫,鹦鹉热",http://jbk.39.net/ywryytfy/yyzl,内科,http://jbk.39.net/ywryytfy/jbzs,
药物导致的肺部疾病,呼吸内科,"　　药物在疾病的预防、治疗和诊断中起着极其重要的作用，但另一方面，它又可因其毒副作用导致机体各脏器的损害。虽然早在1880年William Osler就观察到过量的吗啡可导致急性肺水肿，但直到1972年Rosenow才对20种与肺损伤肯定有关的药物进行了系统的论述。此后有关药物与肺部疾病的报道越来越多，也越来越受到人们的重视。到目前为止已有100余种药物据报道可引起肺部病变。
　　药物对肺的不良反应系全身药物不良反应的一部分，其临床表现不一。有的呈急性发病，病情严重，有的则呈亚急性或慢性起病。有些药物所致病理生理变化为暂时的，可逆的，停药后即可消失，有的则可以造成肺组织的永久性损害，严重者甚至危及生命。这类由药物引起的肺病称为药源性肺病(drug-induced lung diseases，DILD)。",ywdzdfbjb, 药源性肺病,http://jbk.39.net/ywdzdfbjb/yyzl,内科,http://jbk.39.net/ywdzdfbjb/jbzs,
不动杆菌肺炎,呼吸内科,不动杆菌(acinetobacter)是一种机会致病菌，可引起肺部炎症，往往发生在长期住院或机体抵抗力降低患者，病情较重。本菌对多种常用抗生素耐药，治疗较困难，病死率较高。,bdgjfy,"
                                        ",http://jbk.39.net/bdgjfy/yyzl,内科,http://jbk.39.net/bdgjfy/jbzs,
鼻疽假单胞菌肺炎,呼吸内科,"　　鼻疽假单胞菌肺炎(pseudomonas mallei pneumonia)是由鼻疽假单胞菌所引起的下呼吸道急性或慢性炎症，人因接触病畜发生感染。急性者1～2 周死亡，慢性者经久不愈。
　　假单胞菌属属假单胞菌科，包括一群革兰氏染色阴性杆菌。广泛存在于土壤、水、污物及空气中。",bjjdbjfy,"
                                        ",http://jbk.39.net/bjjdbjfy/yyzl,内科,http://jbk.39.net/bjjdbjfy/jbzs,
激素抵抗型哮喘,呼吸内科,　　糖皮质激素作为哮喘的一线治疗已广泛应用于临床。大多数哮喘患者口服大剂量泼尼松短时间内就可使临床症状和病理生理变化得到明显改善。对于初始诊断的儿童和成人哮喘患者，无论是大剂量还是小剂量吸入激素均能缓解症状和改善肺功能。但并不是所有哮喘患者对激素的治疗都显示出疗效，有一部分患者即使长期或大剂量给予激素，其疗效也不理想，此为激素抵抗型哮喘(glucocoticoid resistant asthma，GRA)。激素抵抗型哮喘的诊断除需明确哮喘诊断规则足量应用激素外，尚需排除导致激素抵抗的因素以及严格的鉴别诊断。支气管扩张药为治疗激素抵抗型哮喘的一线用药。与之相对应，对激素显示出良好疗效的哮喘则为激素敏感型哮喘 (glucocoticoid sensitiVe asthma，GSA)。,jsdkxxc, 类固醇抵抗型哮喘,http://jbk.39.net/jsdkxxc/yyzl,内科,http://jbk.39.net/jsdkxxc/jbzs,
斑疹伤寒立克次体肺炎,呼吸内科,　　斑疹伤寒有流行性斑疹伤寒和地方性斑疹伤寒之分。前者系由普氏立克次体通过人虱传播，并发支气管肺炎，仅次于Q热肺炎;后者也称鼠型斑疹伤寒(murine typhus)，是由莫氏立克次体经鼠蚤传播的急性传染病，其临床特征与流行性斑疹伤寒相似，但病情较轻，并发支气管炎多见，而并发肺炎者较少。,bzshlkctfy," 斑疹伤寒立克次氏体肺炎,流行性斑疹伤寒立克次氏体肺炎,普氏立克次氏体肺炎",http://jbk.39.net/bzshlkctfy/yyzl,内科,http://jbk.39.net/bzshlkctfy/jbzs,
支气管结石,呼吸内科,　　支气管结石指位于支气管腔内或侵蚀到腔内的钙化团块，可引起严重的支气管刺激和阻塞症状。,zqgjs, 支气管结石病,http://jbk.39.net/zqgjs/yyzl,内科,http://jbk.39.net/zqgjs/jbzs,"咳嗽,脓痰"
肺组织细胞增生症,呼吸内科,"　　组织细胞增生症为一组少见的原因不明疾病，该病名由Lichtenstein于1953年提出。该病多发生于儿童，其发病、临床症状及病变范围差异很大，但病理上有着共同的病理特征，即组织细胞异常增生。现已证实此组织细胞具有朗格汉斯组织细胞(langerhans histocyte)特征，故本病现又称为朗格汉斯组织细胞增生症。
　　肺朗格汉斯组织细胞增生症可以原发于肺脏，也可是全身系统性病变的一部分。以前有关该病的命名较为混乱，把局灶性病变称为嗜酸性细胞肉芽肿，而把系统性病变则称为letter-Siwe病(莱-雪病)和Hand-Schller-Christian病(汉-许-克病)。为了避免混淆，美国组织细胞学会于1997年将此类疾病按照累及器官情况，提出了新的分类方法。",fzzxbzsz," 肺组织细胞增多病,肺组织细胞增多症,朗格汉斯组织细胞增生症",http://jbk.39.net/fzzxbzsz/yyzl,内科,http://jbk.39.net/fzzxbzsz/jbzs,
葡萄球菌肺炎,呼吸内科, 葡萄球菌肺炎(staphylococcal pneumonia)是葡萄球菌所引起的急性化脓性肺炎，近年来，有逐渐增多的趋势。病情较重，常发生于免疫功能受损的病人，尤其对耐药的金黄色葡萄球菌的医院内感染已引起人们广泛注意。,ptqjfy," 肺炎球菌性肺炎,葡萄球菌性肺炎",http://jbk.39.net/ptqjfy/yyzl,内科,http://jbk.39.net/ptqjfy/jbzs,
外源性变应性肺泡炎,呼吸内科,　　外源性变应性肺泡炎(extrinsic allergic alveolitis，EAA)，也称作过敏性肺炎(hypersensitivity pneumonitis，HP)，是由反复吸入有机粉尘或化学活性物质所引起的免疫介导的肺部疾病，临床主要表现为发热、咳嗽、呼吸困难、低氧血症和全身肌肉及关节酸痛，其基本的病理组织学改变是早期肺间质、肺泡和终末细支气管的弥漫性单核细胞浸润，其后常出现肉芽肿，晚期可发展为肺间质纤维化。此病由Campbell 1932年首次报道。,wyxbyxfpy," 变应性肺泡炎,过敏性肺炎,外源性过敏性肺泡炎,弥漫性间质性肉芽肿性肺病,吕弗勒综合征,变应性肺炎,超敏感性肺炎,肺热症",http://jbk.39.net/wyxbyxfpy/yyzl,内科,http://jbk.39.net/wyxbyxfpy/jbzs,
新生儿衣原体感染,呼吸内科,　　沙眼衣原体可感染妊娠妇女的子宫颈并通过受染母亲的产道感染新生儿，在新生儿引起结膜炎和肺炎。衣原体(chlamydia)是一种近似于细菌的病原微生物。,xseyytgr,"
                        ",http://jbk.39.net/xseyytgr/yyzl,内科,http://jbk.39.net/xseyytgr/jbzs,"低烧,啰音,肺部感染,呼吸困难,发绀"
肺螨病,呼吸内科, 肺螨病(pulmonary acariasis)早在1944年便在锡兰(现斯里兰卡)发现肺螨病，但至今仍未完全为医务工作者所熟悉，未引起足够重视的呼吸系统疾病，它是由嗜肺螨类随空气、水和食物侵入机体，经呼吸道并寄生于肺部而引起的肺寄生虫病。,fmb, 肺螨症,http://jbk.39.net/fmb/yyzl,内科,http://jbk.39.net/fmb/jbzs,
先天性肺发育不全,呼吸内科,　　肺先天性发育不全可根据其发生程度分为3类：肺未发生(agenesis)：一侧或双侧肺缺如;肺未发育(aplasia)：支气管原基呈一终端盲囊，未见肺血管及肺实质;肺发育不全(hypoplasia)：可见支气管、血管和肺泡组织，但数量和(或)容积减少。患者可能伴发肺血管及其他畸形病变。,xtxffybq,"
                        ",http://jbk.39.net/xtxffybq/yyzl,内科,http://jbk.39.net/xtxffybq/jbzs,
蜂窝肺综合征,呼吸内科,　　蜂窝肺综合征(honeycomb lung syndrome)是指肺内有很多肉眼可见的小囊肿样结构，其直径一般不超过10mm，均匀地分布于肺内，多在X线胸片上被发现，胸部CT的临床应用使肺部的蜂窝状改变得以更易辨认和确定。,fwfzhz, 蜂窝肺综合症,http://jbk.39.net/fwfzhz/yyzl,内科,http://jbk.39.net/fwfzhz/jbzs,
军团病肺炎,呼吸内科,　　是由嗜肺军团菌（革兰氏阴性杆菌）引起的肺部感染，轻型仅有流感样症状，重者形成肺炎，常伴有肺外症状又称军团菌病。,jtbfy," 军团菌病,军团肺",http://jbk.39.net/jtbfy/yyzl,内科,http://jbk.39.net/jtbfy/jbzs,"肌肉酸痛,呼吸衰竭,高热,肌痛,恶心,神志不清"
肺嗜酸细胞组织细胞增生症,呼吸内科,"　　肺嗜酸细胞组织细胞增生症,以前包括在组织细胞增生症X(HX)之中。目前认为Langerhans细胞组织细胞增生症(Langerhanscell histiocvtosis，LCH)更为合宜，因为最近研究表明这组疾病的主要病变是Langerhans组织细胞的克隆性增生。表现为婴幼儿的播散性急性病变(Letter-Siwe病)、慢性多灶性病变(Hand-Schuller-Christian)以及进展缓慢的局灶性病变(嗜酸细胞肉芽肿)。肺LCH可以是多系统病变的一部分或只局限于肺脏(嗜酸细胞肉芽肿，原发性肺LCH)。原发性肺LCH是一种少见的与吸烟有关的间质性肺疾病，主要发生在年轻成人。少见的也有只表现为孤立性溶骨病变;更为罕见的是多灶性或广泛播散性病变，与儿科Letter-Siwe病相近。进展期病变相似于IPF;然而本病一般呈良性和迁延性临床病程。尽管LCH与其他弥漫性间质性肺疾病有某些相似之处，但作为一个独立疾病，它有其不同于其他疾病的临床、放射线学和病理学表现。",fssxbzzxbzsz," 肺嗜酸性细胞增多症,嗜酸细胞性肺炎,肺嗜酸细胞细胞增多症,Langerhans细胞组织细胞增生症,LCH",http://jbk.39.net/fssxbzzxbzsz/yyzl,内科,http://jbk.39.net/fssxbzzxbzsz/jbzs,
滑石粉尘肺,呼吸内科,　　滑石粉尘肺是在生产过程中长期吸入滑石粉尘引起的肺间质纤维化性疾病。,hsfcf," 肺滑石沉着病,滑石病,滑石尘肺,滑石粉致尘肺",http://jbk.39.net/hsfcf/yyzl,内科,http://jbk.39.net/hsfcf/jbzs,
手术后和创伤后肺炎,呼吸内科,　　肺通气不足，膈肌活动差，咳嗽反射受损或受抑制，支气管痉挛和脱水，均可引起支气管分泌物滞留，导致肺段不张，进而发生肺部感染。胸部或腹部手术后此类感染发生率较高。吸入麻醉和脊髓麻醉后的肺炎发生率相等，局部麻醉或静脉麻醉手术后的感染仅占10%。胸部手术后发生脓胸的常见病原体为金黄色葡萄球菌。40%左右的创伤后肺炎为肋骨骨折或胸部创伤的并发症。颅骨骨折或其他头部损伤，其他骨折，烧伤，或重大挫伤的肺炎发病率相等。,sshhcshfy, 创伤后肺炎,http://jbk.39.net/sshhcshfy/yyzl,内科,http://jbk.39.net/sshhcshfy/jbzs,"术后发热,啰音,咳嗽伴胸痛,咳嗽伴呼吸困难,脓痰,手术创伤,干啰音"
小儿巨细胞病毒肺炎,呼吸内科,　　巨细胞包涵体病毒感染在先天性或后天性病例中大多数症状不明显。出现症状者称为巨细胞包涵体病(cytomegalic inclusion disease)，巨细胞病毒肺炎(cytomegalovirus pneumonia)是这类病的一个组成部分。CMV多为隐性感染，也可引起巨细胞包涵体病，可发生在出生前、出生时或出生后。发生在出生前(胎内感染)者为先天性感染;若在出生时或出生后患病者为后天性感染，前者主要表现为中枢神经系统的损伤，后者多有肺组织的严重病变。,xejxbbdfy,"
                        ",http://jbk.39.net/xejxbbdfy/yyzl,内科,http://jbk.39.net/xejxbbdfy/jbzs,"三凹征,肝脾肿大,呼吸窘迫综合症,腹胀"
铁尘肺,呼吸内科,　　肺铁末沉着病(siderosis)或铁尘肺是长期吸入金属铁尘或氧化铁粉尘而引起的肺内粉尘沉积和纤维组织轻度增生性肺病变。过去认为氧化铁尘是惰性粉尘，不致肺纤维化，现已证明氧化铁尘可以引起肺组织轻度结缔组织增生，因此，有人主张用铁尘肺更为合适。,tcf, 铁末沉着症，电焊工病，电弧焊工肺，肺铁末沉着病 ,http://jbk.39.net/tcf/yyzl,内科,http://jbk.39.net/tcf/jbzs,
铜绿色假单胞菌肺炎,呼吸内科,　　铜绿色假单胞菌肺炎(pseudomonas aeruginosa pneumonia)由铜绿色假单胞菌所致，多见于院内感染，病情严重，病死率高。它广泛存在于潮湿环境中，有基础疾病、免疫功能低下或重症监护、机械通气患者容易引起。近年发病例率明显增加，病死率很高。,tlsjdbjfy," 绿脓杆菌肺炎,假单胞菌性肺炎",http://jbk.39.net/tlsjdbjfy/yyzl,内科,http://jbk.39.net/tlsjdbjfy/jbzs,
肠杆菌肺炎,呼吸内科,肠杆菌肺炎(enterobacter pneumonia)过去极为罕见。近几十年。随着广谱抗生素和呼吸医疗器械应用的增多，肠杆菌肺炎已占院内获得性肺炎的9.4%，其中以阴沟肠杆菌和产气肠杆菌所致者多见。临床上，肠杆菌肺炎多发生于衰弱或免疫抑制者，易由污染的医疗器械引起暴发流行，常伴菌血症和对多种抗生素治疗反应差等特征。,cgjfy,"
                                        ",http://jbk.39.net/cgjfy/yyzl,内科,http://jbk.39.net/cgjfy/jbzs,
急性嗜酸性粒细胞性肺炎,呼吸内科,　　急性嗜酸性粒细胞性肺炎(acute eosinophilic pneumonia，AEP)于1989年首先报道。因其不同于单纯性肺嗜酸性粒细胞浸润症，因此近年来将其作为一个独立的临床病症。,jxssxlxbxfy, 急性嗜酸粒细胞肺炎,http://jbk.39.net/jxssxlxbxfy/yyzl,内科,http://jbk.39.net/jxssxlxbxfy/jbzs,"胸痛,气急,咯血伴呛咳,肌痛,咳嗽"
克雷白杆菌属感染,呼吸内科,　　克雷白杆菌属(Klebsiella)存在于正常人的肠道和呼吸道，亦存在于水和谷物中。在免疫低下以及接受手术和侵袭性医源性操作的人群易罹患本属细菌感染，亦是社区获得性肺炎和医院获得性肺炎的常见病原体。,klbgjsgr," 克雷白氏杆菌感染,克雷伯菌属感染,克雷伯氏杆菌感染",http://jbk.39.net/klbgjsgr/yyzl,内科,http://jbk.39.net/klbgjsgr/jbzs,"咳嗽,咳痰,寒战,高热,胸痛"
纵隔疝,呼吸内科,"　　纵隔疝(hernia of mediastinum)是指一侧肺脏的部分组织通过纵隔突入到另一侧胸腔，它与纵隔移位不同，后者系整个纵隔连同其内容物向对侧移位，但二者在临床上较难鉴别，且常可并存。纵隔疝常发生于前上纵隔结构薄弱区,即位于第1～4肋软骨水平，前方为胸骨，后方为大血管，下方以心脏为界。",zgs,"
                        ",http://jbk.39.net/zgs/yyzl,内科,http://jbk.39.net/zgs/jbzs,
急性肺脓肿,呼吸内科,　　急性肺脓肿的感染细菌，为一般上呼吸道、口腔的常存菌。常为混合感染，包括需氧和厌氧的革兰氏阳性与阴性球菌与杆菌。其中最常见的病原菌为葡萄球菌、链球菌、肺炎球菌、梭形菌和螺旋体等。厌氧菌对肺部化脓性感染的重要性，由于培养技术的改进，近年来才被重视。较重要的厌氧菌有胨链球菌、胨球菌、核粒梭形杆菌、类杆菌属、瓦容球菌、螺旋体等。除上述厌氧菌外，还有需氧或兼性厌氧菌存在。近年国外报道嗜肺军团杆菌所致肺炎，约有25%形成脓肿,jxfnz,"
                        ",http://jbk.39.net/jxfnz/yyzl,内科,http://jbk.39.net/jxfnz/jbzs,"烂桃样血痰,高热寒战,痰呈粘液脓性"
小颌畸形综合征,呼吸内科,　　小颌畸形综合征(micrognathia syndrome)又称腭裂-小颌畸形-舌下垂综合征、小下颌-舌下垂综合征、小颌大舌畸形综合征、吸气性气道阻塞综合征、Robin综合征、Pierre-Robin综合征等。本病征以新生儿、婴儿时期的先天性小颌畸形、舌下垂，腭裂及吸气性呼吸道阻塞为特征，本病征引起的呼吸道阻塞造成死亡，发生率较高。,xhjxzhz," 腭裂-小颌畸形-舌下垂综合征,吸气性气道阻塞综合征,小颌大舌畸形综合征,小颌畸形综合症,小下颌-舌下垂综合征",http://jbk.39.net/xhjxzhz/yyzl,内科,http://jbk.39.net/xhjxzhz/jbzs,
新生儿先天性膈疝,呼吸内科,　　先天性膈疝(congenital diaphragmatic hernia，CDH)是由于胚胎时期膈肌闭合不全，至单侧或双侧膈肌缺陷，部分腹部脏器通过缺损处进入胸腔，造成解剖关系异常的一种疾病。胚胎发育中膈肌部分缺损为本病发病基础。分胸腹裂孔疝、食管裂孔疝和先天性胸骨后疝。,xsextxgs,"
                        ",http://jbk.39.net/xsextxgs/yyzl,内科,http://jbk.39.net/xsextxgs/jbzs,"胸闷,发绀,呼吸急促,呼吸困难,便血"
小儿淋巴细胞间质性肺炎,呼吸内科,　　淋巴细胞间质性肺炎(lymphocytic interstitial pneumonia，LIP)是一种慢性、进行性、间质性肺炎，多伴AIDS发生。LIP和肺淋巴细胞样增生(pulmonary lymphoidhyperplasia，PLH)可见于各种免疫紊乱情况，如自身免疫性疾病，骨髓移植后慢性移植物抗宿主反应和AIDS患者的肺部表现，目前认为是AIDS确定性疾病(an AIDS-defining index disease)。,xelbxbjzxfy,"
                        ",http://jbk.39.net/xelbxbjzxfy/yyzl,内科,http://jbk.39.net/xelbxbjzxfy/jbzs,"呼吸困难,唾液腺肿大,湿啰音,脾肿大"
粒性白细胞缺乏性咽峡炎,呼吸内科,　　粒性白细胞缺乏症为全身性疾病。本病常并发咽溃疡性病变，称之为粒细胞缺乏性咽峡炎。,lxbxbqfxyxy,"
                        ",http://jbk.39.net/lxbxbqfxyxy/yyzl,内科,http://jbk.39.net/lxbxbqfxyxy/jbzs,"粒细胞减少,咽痛,高热,吞咽困难"
洋葱假单胞菌肺炎,呼吸内科,洋葱假单胞菌肺炎(pseudomonas cepacia pneumonia)是洋葱假单胞(pseudomonas cepacia)引起的肺部感染，主要见于免疫机制严重受损的患者(如血液病、恶性肿瘤)和囊性纤维化病人，大部分病情进行性加重，并且洋葱假单胞菌对大多数抗生素耐药，预后较差。,ycjdbjfy, 葱头假单胞菌肺炎,http://jbk.39.net/ycjdbjfy/yyzl,内科,http://jbk.39.net/ycjdbjfy/jbzs,
